,Affiliation,Year,Cpu,Cores,Nodes,Memory,Nets,Linpack,Peak,GRPperCapita,Num of Systems,Q1,Q2,Q3,Q4,Top10
10,МГУ,2004,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
11,НИИ БМХ РАМН,2004,Cpu: 1,Cores: 1,Nodes: 2,Memory: 2,Nets: 4,Linpack: 3,Peak: 2,GRPperCapita: 1,Num of Systems: 1,Q1: 2,Q2: 3,Q3: 2,Q4: 4,Top10: 2
12,СПбГПУ,2004,Cpu: 3,Cores: 3,Nodes: 3,Memory: 2,Nets: 1,Linpack: 3,Peak: 3,GRPperCapita: 2,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
13,ЮУрГУ,2004,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 3,Num of Systems: 1,Q1: 4,Q2: 3,Q3: 2,Q4: 3,Top10: 4
14,ЮФУ,2004,Cpu: 2,Cores: 2,Nodes: 1,Memory: 2,Nets: 1,Linpack: 1,Peak: 2,GRPperCapita: 4,Num of Systems: 1,Q1: 1,Q2: 2,Q3: 1,Q4: 1,Top10: 1
15,ВЦ РАН,2005,Cpu: 4,Cores: 4,Nodes: 4,Memory: 3,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 2,Q3: 2,Q4: 2,Top10: 3
16,ИБХ РАН,2005,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
17,ИБХ РАН,2005,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
18,ИВМ РАН,2005,Cpu: 3,Cores: 3,Nodes: 3,Memory: 3,Nets: 2,Linpack: 2,Peak: 3,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 2,Q3: 4,Q4: 3,Top10: 3
19,ИВМиМГ СО РАН,2005,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 2,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 1,Q1: 2,Q2: 4,Q3: 2,Q4: 3,Top10: 2
20,ИММ РАН,2005,Cpu: 2,Cores: 2,Nodes: 2,Memory: 2,Nets: 4,Linpack: 2,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 2,Q2: 4,Q3: 3,Q4: 4,Top10: 2
21,ИММ УРО РАН,2005,Cpu: 3,Cores: 3,Nodes: 3,Memory: 3,Nets: 2,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 4,Q4: 2,Top10: 3
22,ИПС РАН,2005,Cpu: 3,Cores: 3,Nodes: 3,Memory: 4,Nets: 4,Linpack: 4,Peak: 4,GRPperCapita: 3,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
23,КазНЦ РАН,2005,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 2,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 2,Q4: 4,Top10: 4
24,МГУ,2005,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
25,ННГУ,2005,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 4,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 1,Q1: 2,Q2: 1,Q3: 1,Q4: 1,Top10: 2
26,ЮУрГУ,2005,Cpu: 2,Cores: 2,Nodes: 3,Memory: 3,Nets: 1,Linpack: 1,Peak: 2,GRPperCapita: 3,Num of Systems: 1,Q1: 4,Q2: 3,Q3: 3,Q4: 3,Top10: 4
27,ЮФУ,2005,Cpu: 4,Cores: 4,Nodes: 2,Memory: 2,Nets: 1,Linpack: 3,Peak: 3,GRPperCapita: 4,Num of Systems: 1,Q1: 1,Q2: 2,Q3: 1,Q4: 1,Top10: 1
28,ИБХ РАН,2006,Cpu: 3,Cores: 3,Nodes: 3,Memory: 2,Nets: 1,Linpack: 3,Peak: 4,GRPperCapita: 1,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
29,КРСУ,2006,Cpu: 1,Cores: 1,Nodes: 2,Memory: 3,Nets: 3,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 4,Q3: 4,Q4: 4,Top10: 3
30,Курчатовский институт,2006,Cpu: 3,Cores: 3,Nodes: 3,Memory: 3,Nets: 1,Linpack: 4,Peak: 3,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 2,Q4: 2,Top10: 1
31,МГУ,2006,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
32,СВФУ,2006,Cpu: 4,Cores: 4,Nodes: 4,Memory: 1,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 4,Q2: 3,Q3: 4,Q4: 4,Top10: 3
33,СПбГПУ,2006,Cpu: 4,Cores: 4,Nodes: 4,Memory: 2,Nets: 4,Linpack: 4,Peak: 4,GRPperCapita: 3,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 1,Q4: 1,Top10: 2
34,ФГУП ЦНИИмаш,2006,Cpu: 2,Cores: 2,Nodes: 1,Memory: 4,Nets: 4,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
35,ЮУрГУ,2006,Cpu: 2,Cores: 2,Nodes: 2,Memory: 4,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 3,Q4: 3,Top10: 4
36,ИГЭУ,2007,Cpu: 2,Cores: 2,Nodes: 2,Memory: 3,Nets: 4,Linpack: 4,Peak: 3,GRPperCapita: 4,Num of Systems: 1,Q1: 4,Q2: 3,Q3: 3,Q4: 3,Top10: 3
37,ИСП РАН,2007,Cpu: 4,Cores: 3,Nodes: 4,Memory: 3,Nets: 3,Linpack: 3,Peak: 2,GRPperCapita: 1,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
38,КРСУ,2007,Cpu: 2,Cores: 4,Nodes: 2,Memory: 4,Nets: 3,Linpack: 3,Peak: 4,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 4,Q3: 4,Q4: 4,Top10: 3
39,ЛИТ ОИЯИ,2007,Cpu: 2,Cores: 2,Nodes: 2,Memory: 2,Nets: 4,Linpack: 2,Peak: 1,GRPperCapita: 3,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
40,МГУ,2007,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 2,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
41,МФТИ,2007,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 3,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 2,Q3: 2,Q4: 2,Top10: 1
42,НИИ БМХ РАМН,2007,Cpu: 2,Cores: 2,Nodes: 2,Memory: 3,Nets: 1,Linpack: 3,Peak: 3,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 2,Q4: 3,Top10: 3
43,ННГУ,2007,Cpu: 2,Cores: 2,Nodes: 2,Memory: 4,Nets: 4,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 2,Q2: 1,Q3: 1,Q4: 1,Top10: 2
44,СВФУ,2007,Cpu: 4,Cores: 4,Nodes: 4,Memory: 2,Nets: 1,Linpack: 4,Peak: 4,GRPperCapita: 2,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 3
45,СПбГПУ,2007,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
46,ТГУ,2007,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
47,ТПУ,2007,Cpu: 4,Cores: 3,Nodes: 4,Memory: 2,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
48,ЮУрГУ,2007,Cpu: 3,Cores: 4,Nodes: 3,Memory: 4,Nets: 1,Linpack: 4,Peak: 4,GRPperCapita: 3,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 4
49,ВлГУ,2008,Cpu: 2,Cores: 2,Nodes: 2,Memory: 3,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 4,Q3: 3,Q4: 3,Top10: 3
50,ВятГУ,2008,Cpu: 2,Cores: 1,Nodes: 2,Memory: 2,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
51,ИВМ РАН,2008,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 2,Linpack: 3,Peak: 4,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 4,Q3: 4,Q4: 4,Top10: 3
52,ИВМиМГ СО РАН,2008,Cpu: 2,Cores: 4,Nodes: 2,Memory: 3,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
53,ИДСТУ СО РАН,2008,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 4,Linpack: 4,Peak: 4,GRPperCapita: 3,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 3
54,ИПРИМ РАН,2008,Cpu: 4,Cores: 3,Nodes: 4,Memory: 3,Nets: 2,Linpack: 3,Peak: 3,GRPperCapita: 1,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
55,ИПХФ РАН,2008,Cpu: 1,Cores: 2,Nodes: 1,Memory: 2,Nets: 4,Linpack: 2,Peak: 2,GRPperCapita: 3,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
56,ИТПМ СО РАН,2008,Cpu: 4,Cores: 4,Nodes: 4,Memory: 3,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
57,КазНЦ РАН,2008,Cpu: 2,Cores: 3,Nodes: 2,Memory: 2,Nets: 4,Linpack: 3,Peak: 3,GRPperCapita: 2,Num of Systems: 1,Q1: 4,Q2: 3,Q3: 4,Q4: 4,Top10: 4
58,Курчатовский институт,2008,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 2,Q4: 1,Top10: 1
59,ЛИТ ОИЯИ,2008,Cpu: 2,Cores: 2,Nodes: 2,Memory: 1,Nets: 4,Linpack: 2,Peak: 2,GRPperCapita: 3,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
60,МГУ,2008,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
61,МИЭТ,2008,Cpu: 3,Cores: 3,Nodes: 3,Memory: 4,Nets: 4,Linpack: 4,Peak: 3,GRPperCapita: 1,Num of Systems: 1,Q1: 4,Q2: 3,Q3: 3,Q4: 3,Top10: 3
62,МФТИ,2008,Cpu: 2,Cores: 2,Nodes: 2,Memory: 2,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
63,НГУ,2008,Cpu: 2,Cores: 2,Nodes: 2,Memory: 1,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 2,Top10: 1
64,НИЦЭМ им. Н.Ф. Гамалеи,2008,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 4,Q4: 4,Top10: 3
65,ННГУ,2008,Cpu: 2,Cores: 3,Nodes: 2,Memory: 4,Nets: 4,Linpack: 3,Peak: 3,GRPperCapita: 4,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 1,Q4: 1,Top10: 2
66,ОИВТ РАН,2008,Cpu: 4,Cores: 3,Nodes: 4,Memory: 3,Nets: 2,Linpack: 3,Peak: 3,GRPperCapita: 1,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
67,ПНИПУ,2008,Cpu: 2,Cores: 2,Nodes: 2,Memory: 2,Nets: 2,Linpack: 2,Peak: 2,GRPperCapita: 3,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
68,СПбГПУ,2008,Cpu: 2,Cores: 3,Nodes: 2,Memory: 2,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 2,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
69,СПбГУ,2008,Cpu: 3,Cores: 3,Nodes: 3,Memory: 3,Nets: 2,Linpack: 3,Peak: 3,GRPperCapita: 2,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
70,СФУ,2008,Cpu: 1,Cores: 1,Nodes: 1,Memory: 4,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
71,ТГУ,2008,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
72,ТПУ,2008,Cpu: 4,Cores: 4,Nodes: 4,Memory: 3,Nets: 1,Linpack: 4,Peak: 4,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
73,УГАТУ,2008,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 3,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
74,ЮУрГУ,2008,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 3,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 3,Q4: 3,Top10: 3
75,ЮФУ,2008,Cpu: 3,Cores: 2,Nodes: 3,Memory: 2,Nets: 2,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
76,БФУ имени И. Канта,2009,Cpu: 3,Cores: 2,Nodes: 3,Memory: 2,Nets: 2,Linpack: 2,Peak: 2,GRPperCapita: 3,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
77,ВлГУ,2009,Cpu: 2,Cores: 2,Nodes: 2,Memory: 2,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 4,Q3: 4,Q4: 4,Top10: 4
78,ВятГУ,2009,Cpu: 1,Cores: 1,Nodes: 1,Memory: 2,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
79,ИВМ РАН,2009,Cpu: 4,Cores: 4,Nodes: 4,Memory: 3,Nets: 1,Linpack: 3,Peak: 4,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 4,Q4: 3,Top10: 3
80,ИВМиМГ СО РАН,2009,Cpu: 3,Cores: 3,Nodes: 3,Memory: 2,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 3,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
81,ИММ УРО РАН,2009,Cpu: 4,Cores: 3,Nodes: 4,Memory: 3,Nets: 1,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 4,Q4: 3,Top10: 3
82,ИПРИМ РАН,2009,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 4,Q3: 4,Q4: 4,Top10: 4
83,ИПХФ РАН,2009,Cpu: 1,Cores: 3,Nodes: 1,Memory: 3,Nets: 4,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 1,Q1: 2,Q2: 1,Q3: 1,Q4: 1,Top10: 2
84,КБГУ,2009,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 1,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 3,Q4: 3,Top10: 4
85,КазНЦ РАН,2009,Cpu: 2,Cores: 4,Nodes: 2,Memory: 3,Nets: 4,Linpack: 4,Peak: 4,GRPperCapita: 2,Num of Systems: 1,Q1: 3,Q2: 4,Q3: 3,Q4: 4,Top10: 3
86,Курчатовский институт,2009,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
87,ЛИТ ОИЯИ,2009,Cpu: 2,Cores: 2,Nodes: 2,Memory: 1,Nets: 4,Linpack: 3,Peak: 2,GRPperCapita: 3,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
88,МГТУ им. Н. Э.Баумана,2009,Cpu: 2,Cores: 3,Nodes: 2,Memory: 3,Nets: 2,Linpack: 3,Peak: 3,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 2,Q3: 2,Q4: 2,Top10: 3
89,МГУ,2009,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
90,МГУПС,2009,Cpu: 3,Cores: 2,Nodes: 3,Memory: 2,Nets: 1,Linpack: 2,Peak: 3,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 4,Q3: 4,Q4: 4,Top10: 4
91,МФТИ,2009,Cpu: 2,Cores: 2,Nodes: 2,Memory: 2,Nets: 4,Linpack: 2,Peak: 2,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 2,Q3: 2,Q4: 2,Top10: 1
92,НГУ,2009,Cpu: 3,Cores: 2,Nodes: 3,Memory: 2,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 3,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
93,ННГУ,2009,Cpu: 3,Cores: 3,Nodes: 3,Memory: 4,Nets: 4,Linpack: 4,Peak: 3,GRPperCapita: 3,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
94,ОИВТ РАН,2009,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 2,Q4: 2,Top10: 1
95,ПНИПУ,2009,Cpu: 3,Cores: 2,Nodes: 3,Memory: 3,Nets: 2,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 4,Top10: 3
96,РГУ им. Губкина,2009,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 1,Linpack: 4,Peak: 4,GRPperCapita: 1,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
97,СПбГПУ,2009,Cpu: 3,Cores: 3,Nodes: 3,Memory: 3,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
98,СПбГУ,2009,Cpu: 4,Cores: 3,Nodes: 4,Memory: 4,Nets: 2,Linpack: 3,Peak: 3,GRPperCapita: 2,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
99,СФУ,2009,Cpu: 2,Cores: 1,Nodes: 1,Memory: 4,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
100,ТГУ,2009,Cpu: 1,Cores: 2,Nodes: 1,Memory: 1,Nets: 2,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
101,УГАТУ,2009,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 2,Q2: 3,Q3: 3,Q4: 3,Top10: 2
102,ЮУрГУ,2009,Cpu: 2,Cores: 1,Nodes: 2,Memory: 1,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 4
103,ЮФУ,2009,Cpu: 1,Cores: 1,Nodes: 2,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 1,Q4: 1,Top10: 2
104,БФУ имени И. Канта,2010,Cpu: 3,Cores: 3,Nodes: 3,Memory: 4,Nets: 3,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
105,ВлГУ,2010,Cpu: 3,Cores: 3,Nodes: 3,Memory: 4,Nets: 1,Linpack: 3,Peak: 3,GRPperCapita: 4,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 3,Q4: 3,Top10: 4
106,ВятГУ,2010,Cpu: 2,Cores: 1,Nodes: 2,Memory: 3,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 1,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
107,ИВМиМГ СО РАН,2010,Cpu: 4,Cores: 3,Nodes: 4,Memory: 3,Nets: 1,Linpack: 3,Peak: 3,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
108,ИММ УРО РАН,2010,Cpu: 2,Cores: 2,Nodes: 2,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 3,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 4,Q4: 2,Top10: 3
109,ИПХФ РАН,2010,Cpu: 2,Cores: 4,Nodes: 1,Memory: 4,Nets: 4,Linpack: 4,Peak: 4,GRPperCapita: 2,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
110,КазНЦ РАН,2010,Cpu: 3,Cores: 2,Nodes: 3,Memory: 3,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 4,Top10: 4
111,Курчатовский институт,2010,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
112,ЛИТ ОИЯИ,2010,Cpu: 3,Cores: 3,Nodes: 3,Memory: 2,Nets: 4,Linpack: 4,Peak: 3,GRPperCapita: 2,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
